@relation datubasea-weka.filters.unsupervised.instance.imagefilter.SimpleColorHistogramFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/gaussblur

@attribute 'RGB Color Histogram0' numeric
@attribute 'RGB Color Histogram1' numeric
@attribute 'RGB Color Histogram2' numeric
@attribute 'RGB Color Histogram3' numeric
@attribute 'RGB Color Histogram4' numeric
@attribute 'RGB Color Histogram5' numeric
@attribute 'RGB Color Histogram6' numeric
@attribute 'RGB Color Histogram7' numeric
@attribute 'RGB Color Histogram8' numeric
@attribute 'RGB Color Histogram9' numeric
@attribute 'RGB Color Histogram10' numeric
@attribute 'RGB Color Histogram11' numeric
@attribute 'RGB Color Histogram12' numeric
@attribute 'RGB Color Histogram13' numeric
@attribute 'RGB Color Histogram14' numeric
@attribute 'RGB Color Histogram15' numeric
@attribute 'RGB Color Histogram16' numeric
@attribute 'RGB Color Histogram17' numeric
@attribute 'RGB Color Histogram18' numeric
@attribute 'RGB Color Histogram19' numeric
@attribute 'RGB Color Histogram20' numeric
@attribute 'RGB Color Histogram21' numeric
@attribute 'RGB Color Histogram22' numeric
@attribute 'RGB Color Histogram23' numeric
@attribute 'RGB Color Histogram24' numeric
@attribute 'RGB Color Histogram25' numeric
@attribute 'RGB Color Histogram26' numeric
@attribute 'RGB Color Histogram27' numeric
@attribute 'RGB Color Histogram28' numeric
@attribute 'RGB Color Histogram29' numeric
@attribute 'RGB Color Histogram30' numeric
@attribute 'RGB Color Histogram31' numeric
@attribute 'RGB Color Histogram32' numeric
@attribute 'RGB Color Histogram33' numeric
@attribute 'RGB Color Histogram34' numeric
@attribute 'RGB Color Histogram35' numeric
@attribute 'RGB Color Histogram36' numeric
@attribute 'RGB Color Histogram37' numeric
@attribute 'RGB Color Histogram38' numeric
@attribute 'RGB Color Histogram39' numeric
@attribute 'RGB Color Histogram40' numeric
@attribute 'RGB Color Histogram41' numeric
@attribute 'RGB Color Histogram42' numeric
@attribute 'RGB Color Histogram43' numeric
@attribute 'RGB Color Histogram44' numeric
@attribute 'RGB Color Histogram45' numeric
@attribute 'RGB Color Histogram46' numeric
@attribute 'RGB Color Histogram47' numeric
@attribute 'RGB Color Histogram48' numeric
@attribute 'RGB Color Histogram49' numeric
@attribute 'RGB Color Histogram50' numeric
@attribute 'RGB Color Histogram51' numeric
@attribute 'RGB Color Histogram52' numeric
@attribute 'RGB Color Histogram53' numeric
@attribute 'RGB Color Histogram54' numeric
@attribute 'RGB Color Histogram55' numeric
@attribute 'RGB Color Histogram56' numeric
@attribute 'RGB Color Histogram57' numeric
@attribute 'RGB Color Histogram58' numeric
@attribute 'RGB Color Histogram59' numeric
@attribute 'RGB Color Histogram60' numeric
@attribute 'RGB Color Histogram61' numeric
@attribute 'RGB Color Histogram62' numeric
@attribute 'RGB Color Histogram63' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,ant
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,ant
12,11,0,0,69,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,151,63,0,0,49,255,0,0,0,0,0,0,4,0,0,0,2,12,0,0,0,71,40,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,ant
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,255,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ant
41,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0,0,2,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ant
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,79,255,0,0,0,129,48,0,0,0,0,0,0,0,0,0,3,90,0,0,0,22,25,0,0,0,0,0,0,0,0,0,0,31,16,0,0,26,53,0,0,0,7,0,ant
0,2,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,brontosaurus
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,14,98,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,24,0,0,38,96,1,0,0,0,0,0,0,0,0,0,16,0,0,0,38,255,21,0,0,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,85,brontosaurus
255,0,0,0,43,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,118,2,0,0,24,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19,117,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brontosaurus
41,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,186,0,0,0,37,126,5,0,0,0,0,0,0,0,0,1,4,0,0,1,34,255,27,0,0,13,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,255,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,215,109,15,0,0,2,10,0,0,0,0,0,0,0,0,0,1,37,0,0,0,127,51,brontosaurus
55,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,68,197,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,10,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brontosaurus
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,255,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,11,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,180,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,brontosaurus
25,133,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,255,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,21,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,19,0,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,4,0,0,8,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,50,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,11,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,2,0,0,15,255,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,25,0,brontosaurus
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,brontosaurus
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,27,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,219,0,0,0,51,brontosaurus
9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,147,248,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,35,0,0,16,147,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,31,0,0,255,12,0,brontosaurus
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,163,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,21,1,0,0,20,255,11,0,0,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,brontosaurus
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,255,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,87,0,0,0,0,2,131,0,0,0,0,0,0,0,0,9,100,0,0,1,133,80,255,0,0,1,162,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,28,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brontosaurus
31,0,0,0,34,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,26,255,0,0,0,87,7,1,0,0,0,0,0,0,0,0,0,24,0,0,0,86,113,43,0,0,5,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,136,brontosaurus
90,2,0,0,0,7,2,0,0,0,23,94,0,0,0,0,128,25,0,0,53,168,22,0,0,2,151,218,0,0,0,0,0,0,0,0,0,12,0,0,0,20,255,34,0,0,0,30,0,0,0,0,0,0,0,0,0,0,28,1,0,0,8,149,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,8,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,255,brontosaurus
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,43,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,255,brontosaurus
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,brontosaurus
22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,64,255,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,26,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,brontosaurus
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,255,brontosaurus
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,255,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,brontosaurus
18,5,5,9,16,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,51,255,15,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,8,66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26,brontosaurus
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,0,0,0,30,22,0,0,0,3,255,0,0,0,0,0,0,0,0,0,13,4,0,0,0,2,93,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,255,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,brontosaurus
0,0,0,0,0,8,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,brontosaurus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,42,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,204,11,0,0,0,8,255,brontosaurus
